Id,Label,Terms,Datatype,Pattern,Unit,Enumeration,Additional Missing Value Codes,Notes
dificultad_auditiva,¿Es sorda o tiene dificultad seria para oír?,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[Prefiere no responder] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
dificultad_visual,¿Es ciega o tiene dificultad seria para ver?,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[Prefiere no responder] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
dificultad_caminar,¿Tiene dificultad seria para caminar o subir escaleras?,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[Prefiere no responder] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
embarazo_actual,¿Está embarazada actualmente?,,int,,,"""0""=[No] |""1""=[Sí] |""2""=[No estoy segura] |""99""=[Prefiere no responder] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
diabetes_gestacional,¿Le han diagnosticado diabetes gestacional?,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe/Prefiere no responder] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
dx_hipertension,Hipertensión arterial,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
dx_diabetes_tipo2,Diabetes tipo 2,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
dx_diabetes_tipo1,Diabetes tipo 1,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
dx_asma,Asma,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
dx_obesidad,Obesidad (IMC >= 30),,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
dx_enfermedad_cardiaca,Enfermedad cardiovascular,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
dx_enfermedad_renal,Enfermedad renal crónica,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
dx_autoinmune,Enfermedad autoinmune,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
dx_anemia,Anemia u otro trastorno sanguíneo,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
inmunocomprometida,¿Tiene una condición que debilite su sistema inmunológico?,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
dx_depresion,¿Le han diagnosticado depresión?,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe/Prefiere no responder] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
dx_ansiedad,¿Le han diagnosticado ansiedad?,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe/Prefiere no responder] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
uso_tabaco,¿Usa productos de tabaco actualmente?,,int,,,"""0""=[No uso] |""1""=[Uso actual] |""2""=[Ex-usuario] |""99""=[Prefiere no responder] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
uso_cigarrillo_electronico,¿Con qué frecuencia usa cigarrillos electrónicos?,,int,,,"""0""=[Nunca] |""1""=[Raramente] |""2""=[Algunos días] |""3""=[Todos los días] |""99""=[Prefiere no responder] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
consumo_alcohol,¿Ha consumido alcohol alguna vez en su vida?,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[Prefiere no responder] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
frecuencia_alcohol,¿Con qué frecuencia consume bebidas alcohólicas?,,int,,,"""0""=[Nunca] |""1""=[Mensual o menos] |""2""=[2-4 veces al mes] |""3""=[2-3 veces por semana] |""4""=[4+ veces por semana] |""99""=[Prefiere no responder] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
sint_tos,Tos,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
sint_fiebre,Fiebre o escalofríos,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
sint_disnea,Dificultad para respirar,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
sint_fatiga,Cansancio o fatiga excesiva,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
sint_cefalea,Dolor de cabeza,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
sint_mialgias,Dolor muscular o corporal,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
sint_anosmia,Pérdida del gusto u olfato,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
sint_congestion,"Dolor de garganta, congestión o secreción nasal",,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
sint_nausea,"Náuseas, vómito o diarrea",,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
sint_dolor_abdominal,Dolor abdominal,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
sint_erupciones,Erupción cutánea,,int,,,"""0""=[No] |""1""=[Sí] |""99""=[No sabe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
salud_general,"En general, ¿cómo calificaría su salud?",,int,,,"""1""=[Excelente] |""2""=[Muy buena] |""3""=[Buena] |""4""=[Regular] |""5""=[Mala] |""99""=[Prefiere no responder] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
estatura_cm,Estatura en centímetros,,decimal,,,,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
peso_kg,Peso en kilogramos,,decimal,,,,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
imc,Índice de masa corporal calculado,,decimal,,,,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",
